"filename", "language", "JavaScript", "CSS", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Addbrand.js", "JavaScript", 98, 0, 0, 0, 0, 12, 11, 121
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Addcategory.js", "JavaScript", 91, 0, 0, 0, 0, 7, 14, 112
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Addcolor.js", "JavaScript", 84, 0, 0, 0, 0, 6, 12, 102
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Addproduct.js", "JavaScript", 341, 0, 0, 0, 0, 374, 61, 776
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Blogcatlist.js", "JavaScript", 74, 0, 0, 0, 0, 0, 15, 89
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Bloglist.js", "JavaScript", 87, 0, 0, 0, 0, 0, 13, 100
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Brandlist.js", "JavaScript", 82, 0, 0, 0, 0, 1, 10, 93
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Categorylist.js", "JavaScript", 83, 0, 0, 0, 0, 0, 11, 94
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Colorlist.js", "JavaScript", 81, 0, 0, 0, 0, 0, 12, 93
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Couponlist.js", "JavaScript", 89, 0, 0, 0, 0, 0, 14, 103
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Customers.js", "JavaScript", 50, 0, 0, 0, 0, 0, 7, 57
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Dashboard.js", "JavaScript", 175, 0, 0, 0, 0, 0, 3, 178
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Enquiries.js", "JavaScript", 127, 0, 0, 0, 0, 0, 12, 139
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Login.js", "JavaScript", 89, 0, 0, 0, 0, 1, 7, 97
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Orders.js", "JavaScript", 69, 0, 0, 0, 0, 1, 5, 75
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Productlist.js", "JavaScript", 102, 0, 0, 0, 0, 1, 14, 117
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\ViewEnq.js", "JavaScript", 92, 0, 0, 0, 0, 0, 10, 102
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\ViewOrder.js", "JavaScript", 81, 0, 0, 0, 0, 25, 8, 114
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\utils\axiosconfig.js", "JavaScript", 11, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\utils\base_url.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 1
"Total", "-", 4522, 110, 20944, 38, 20, 795, 616, 27045
